,hotel_name,city_id,hotel_adress,hotel_note,hotel_lat,hotel_lon,hotel_href,hotel_desc
361,Le Cottage des Hortillonnages,6,"7 BIS Chemin du Malaquis, 80136 Amiens, France",9.2,49.89755206,2.31635948,https://www.booking.com/hotel/fr/le-cottage-des-hortillons.fr.html,"Situé à Amiens, à 1,5 km de la gare et à 5,1 km du Zénith, l'établissement Le Cottage des Hortillonnages dispose d'un jardin et de la climatisation. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking sur place. Cet établissement non-fumeurs se trouve à 700 mètres du parc des jardins flottants.

Offrant une vue sur le lac, cet appartement dispose d'une terrasse, d'une chambre, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis. L'établissement possède un coin repas extérieur.

Vous pourrez pratiquer diverses activités à Amiens et dans ses environs, telles que la pêche. L'établissement possède une aire de pique-nique et un barbecue.

Vous séjournerez à 1,7 km du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 66 km."
362,Grand Hotel de L'Univers,6,"2 rue de Noyon, 80000 Amiens, France",7.7,49.89125423,2.30433606,https://www.booking.com/hotel/fr/bwlunivers.fr.html,"Le Grand Hôtel de L'Univers est situé au cœur d'Amiens, à seulement 100 mètres de la gare. Il propose des chambres insonorisées pourvues d'une télévision par satellite et d'une connexion Wi-Fi gratuite.

Le Grand Hôtel de L'Univers dispose d'une réception ouverte 24h/24 et toutes les chambres sont desservies par un ascenseur.

Le Grand Hôtel de L'Univers se trouve à seulement 5 minutes à pied de la cathédrale Notre-Dame et des jardins flottants. Vous pourrez également visiter plusieurs sites dédiés à la Grande Guerre dans la région."
363,SPA - 4 Pers - NETFLIX - Gare - Parking,6,"Appartement 1 34 Boulevard d'Alsace Lorraine, 80000 Amiens, France",9.0,49.8926758,2.3082578,https://www.booking.com/hotel/fr/unique-spa-4-pers-netflix-gare.fr.html,"Doté d'une baignoire spa, le SPA - 4 Pers - NETFLIX - Gare - Parking est situé à Amiens. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. Cet établissement non-fumeurs se trouve à 400 mètres de la gare d'Amiens.

Cet appartement spacieux comprend une chambre, un salon avec une télévision à écran plat, une cuisine équipée ainsi qu'une salle de bains avec un jacuzzi et un sèche-cheveux. Elle comprend également un coin salon et une cheminée.

Vous pourrez également vous détendre dans le jardin.

Vous séjournerez à proximité du parc des jardins flottants, du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 65 km."
364,Les Hortensias Blancs Studio,6,"1 Rue des Huchers, 80000 Amiens, France",9.4,49.8961405,2.3007116,https://www.booking.com/hotel/fr/les-hortensias-blancs.fr.html,"Offrant une vue sur la rue calme, l'établissement Les Hortensias Blancs Studio est situé à Amiens, à 3 km du Zénith et à 1,1 km du parc des jardins flottants. Il se trouve à environ 500 mètres du musée de Berny, à 500 mètres du tribunal de grande instance d'Amiens et à 4,7 km de l'université de Picardie Jules Verne. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare d'Amiens se trouve à 1,1 km.

Cet appartement comprend une chambre, une salle de bains, une télévision par satellite à écran plat, un coin repas, une kitchenette entièrement équipée et une terrasse avec vue sur le jardin. Vous pourrez prendre vos repas dans le coin repas extérieur tout en admirant la vue sur la ville. Cet établissement est non-fumeurs.

Vous séjournerez à 8,4 km du club de golf d'Amiens et à 24 km du musée franco-australien. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 67 km."
365,"Une maison en ville, Hyper Centre ville, Spa",6,"2 Rue Duthoit, 80000 Amiens, France",8.9,49.889702,2.2984392,https://www.booking.com/hotel/fr/une-maison-en-ville-amiens.fr.html,"Situé à Amiens, à 2,5 km du Zénith et à 1,7 km du parc des jardins flottants, l'établissement Une maison en ville, Hyper Centre ville, Spa propose un jardin, un salon commun et une connexion Wi-Fi gratuite.

Veuillez noter que l'établissement dispose d'un spa avec piscine et hammam, ainsi que d'une salle de douche sensorielle et de massage, le tout moyennant des frais supplémentaires.

Leur salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits.

Cette chambre d'hôtes sert un petit-déjeuner continental.

L'établissement Une maison en ville, Hyper Centre ville, Spa est à 2,2 km du musée de Berny. La cathédrale Notre-Dame d'Amiens se trouve à 700 mètres, tandis que le tribunal de grande instance d'Amiens est à 2,2 km. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 62 km."
366,"Holiday Inn Express Amiens, an IHG Hotel",6,"10 Boulevard Alsace Lorraine, 80000 Amiens, France",7.9,49.8916762,2.30775386,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html,"L'Holiday Inn Express propose des chambres confortables avec connexion Wi-Fi gratuite. Vous séjournerez dans le centre d’Amiens, à seulement 50 mètres de la gare et à 10 minutes à pied de la cathédrale.

Desservis par un ascenseur, tous les hébergements incluent la climatisation et une télévision haute définition par satellite à écran plat. Vous bénéficierez également d’un coffre-fort et d’une machine à expresso.

Chaque matin, le Holiday Inn Express Amiens sert gratuitement un petit-déjeuner buffet. Vous trouverez de nombreux restaurants dans les environs.

Cet établissement non-fumeurs propose un bar, une salle de sport ainsi que des services de repassage et de blanchisserie. Situé dans les environs, un parking public souterrain est accessible aux voitures d’une hauteur maximale de 1,80 mètre."
367,L'appartement Trois Cailloux,6,"62 Rue des 3 Cailloux, 80000 Amiens, France",9.5,49.89162615,2.30168372,https://www.booking.com/hotel/fr/le-coeur-de-la-ville-amiens.fr.html,"Offrant une vue sur la ville, l'appartement Trois Cailloux est situé à Amiens, à 3,8 km du Zénith et à 200 mètres du musée Berny. Vous séjournerez à 1,2 km du parc des jardins flottants, à 200 mètres du tribunal de grande instance d'Amiens et à 4,7 km de l'université de Picardie Jules Verne. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et la gare d'Amiens se trouve à 600 mètres.

Cet appartement d'une chambre comprend un salon avec une télévision à écran plat et des services de streaming, une cuisine entièrement équipée avec un lave-vaisselle et un four ainsi qu'une salle de bains pourvue d'un sèche-cheveux. La moquette, la cheminée et l'ambiance paisible ajoutent à l'ambiance de la chambre. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Si vous voyagez avec des enfants, l'appartement dispose d'équipements de jeux extérieurs. Un service de location de voitures est assuré sur place.

Vous séjournerez à 8,3 km du club de golf d'Amiens et à 24 km du musée franco-australien. L'aéroport de Beauvais-Tillé, le plus proche, est à 65 km."
368,"Appartement moderne, chaleureux, rue gratuite",6,"25 Rue Périmony, 80090 Amiens, France",10.0,49.8822688,2.3203987,https://www.booking.com/hotel/fr/appartement-moderne-chaleureux-rue-gratuite.fr.html,"Offrant une vue sur le jardin, l'Appartement moderne, chaleureux, rue gratuite est situé à Camon, à 5,6 km du Zénith d'Amiens et à 2,9 km du parc des jardins flottants. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking sur place. Cet établissement non-fumeurs se trouve à 1,6 km de la gare d'Amiens.

Cet appartement comprend une chambre séparée, une salle de bains, une cuisine entièrement équipée avec un coin repas et un lave-vaisselle, ainsi qu'un salon avec une télévision à écran plat. Les serviettes et le linge de lit sont fournis. L'établissement offre une vue paisible sur la rue.

L'Appartement moderne, chaleureux, rue gratuite se trouve à 3,9 km du musée de Berny et à 3,5 km du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 68 km."
369,Mercure Amiens Cathédrale,6,"21/23 Rue Flatters, 80000 Amiens, France",8.3,49.89571084,2.29956239,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.fr.html,"L’hôtel 4 étoiles Mercure Amiens Cathédrale vous accueille en face de la plus grande cathédrale médiévale de France, classée au patrimoine mondial de l'Unesco.

D’une superficie comprise entre 25 et 41m2, toutes les chambres et suites ont été récemment rénovées. Spacieuses et insonorisées, elles bénéficient de la climatisation en été. Les hébergements sont équipés d'une connexion Wi-Fi gratuite et d'une télévision par satellite à écran plat recevant des chaînes françaises et internationales. Vous bénéficierez également d’un plateau/bouilloire et d’un minibar comportant une bouteille d'eau gratuite.

Sur place, le restaurant l'Échanson sert une large gamme de plats raffinés ainsi que des spécialités à base de produits locaux et régionaux."
370,Nemea Appart Hotel Coliseum Amiens Centre,6,"25 Rue Frédéric Petit, 80000 Amiens, France",8.5,49.8921749,2.2889352,https://www.booking.com/hotel/fr/nemea-appart-coliseum.fr.html,"Le Nemea Appart Hotel Coliseum Amiens Centre est un établissement 3 étoiles situé à Amiens, à 1,7 km de la gare et à 1,9 km du Zénith. Il propose un ascenseur, une bagagerie et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'appart'hôtel dispose d'une salle de remise en forme et propose un enregistrement et un départ privés.

Les logements comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Leur kitchenette est équipée d'un micro-ondes, d'un grille-pain et d'un réfrigérateur. Des plaques de cuisson, des ustensiles de cuisine et une bouilloire sont fournis. Le linge de lit et les serviettes de toilette sont fournis.

Un petit-déjeuner buffet, continental ou anglais/irlandais complet est servi tous les matins.

Vous séjournerez à 1,2 km du musée Berny et à 2,6 km du parc des jardins flottants. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 64 km."
371,Odalys City Amiens Blamont,6,"25 rue du Blamont, 80000 Amiens, France",7.9,49.88714842,2.3116109,https://www.booking.com/hotel/fr/appart-39-odalys-blamont.fr.html,"Situé à 2,8 km du Zénith d'Amiens et à 900 mètres du musée Berny à Amiens, l'Odalys City Amiens Blamont propose des hébergements avec une connexion Wi-Fi gratuite.

Tous les studios comprennent une kitchenette entièrement équipée avec micro-ondes, une bouilloire et un réfrigérateur. Vous profiterez d'une télévision à écran plat.

À pied, vous rejoindrez les jardins flottants d'Amiens en 13 minutes et le tribunal de grande instance d'Amiens en 11 minutes. L'aéroport de Paris-Beauvais-Tillé est situé à 50 km."
372,Ginkgo Maison d'hôtes,6,"9bis Rue Cozette, 80000 Amiens, France",9.2,49.887125,2.295143,https://www.booking.com/hotel/fr/ginkgo-maison-d-39-hotes.fr.html,"Dotée d'un jardin et offrant une vue sur la ville, la maison d'hôtes Ginkgo Maison d'hôtes occupe un bâtiment historique à Amiens, à 1,3 km de la gare. Vous profiterez d'une bagagerie, d'une bagagerie et d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Il propose des chambres familiales et une terrasse bien exposée.

Les logements comprennent un bureau, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Certains logements offrent une vue sur la cour intérieure. Tous les logements comprennent une armoire et une machine à café.

Vous trouverez un café et un salon.

Lors de votre séjour dans cette maison d'hôtes, vous pourrez pratiquer des activités à Amiens et dans ses environs, telles que des visites à pied.

Vous séjournerez à proximité du musée Berny, du parc des jardins flottants et du tribunal de grande instance d'Amiens. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 64 km."
373,Appart'City Confort Amiens Gare,6,"80, boulevard d'Alsace-Lorraine, 80000 Amiens, France",7.6,49.8943163,2.3097612,https://www.booking.com/hotel/fr/appart-city-amiens.fr.html,"Situé à 300 mètres de la cathédrale Notre-Dame d'Amiens et des Hortillonnages, l'Appart'City Confort Amiens Gare propose des studios indépendants avec une télévision à écran LCD et une kitchenette entièrement équipée. Il se trouve à 1 km du musée de Picardie et à 5 minutes de marche de la gare.

Les hébergements comprennent une salle de bains pourvue d'une douche à l'italienne, un téléphone et un bureau. Vous bénéficierez gratuitement d'une connexion Internet par câble et Wi-Fi.

Un petit-déjeuner buffet est proposé tous les matins. Il se compose d'une variété de pains (pain sans gluten etc.), de viennoiseries, de boissons chaudes et froides, de salade de fruits, de fruits frais, de fromages et de yaourts.

Vous pourrez visiter le beffroi d'Amiens, à 1,5 km, ou jouer au golf à 8 km. L'autoroute A29 est accessible à 3,2 km."
374,ibis budget Amiens Centre Gare,6,"15 Rue Dejean, 80000 Amiens, France",8.0,49.891591,2.313573,https://www.booking.com/hotel/fr/ibis-budget-amiens-centre-gare.fr.html,"L'ibis budget Amiens Centre Gare est situé dans le centre-ville d'Amiens, à 5 minutes à pied de la gare d'Amiens et à 15 minutes à pied de la cathédrale Notre-Dame d'Amiens. L'hôtel propose une connexion Wi-Fi gratuite.

Toutes les chambres climatisées disposent d'une télévision à écran plat et d'une salle de bains privative équipée d'une douche.

Un petit-déjeuner buffet est servi sur place tous les matins.

Enfin, l'aéroport de Paris Beauvais-Tillé, le plus proche, est implanté à 50 km."
375,La Pomme de nuit,2,"6 rue du moulin-renard, 14400 Bayeux, France",9.0,49.27830946,-0.69612828,https://www.booking.com/hotel/fr/la-pomme-de-nuit.fr.html,"Offrant une vue sur son jardin, La Pomme de nuit est située à Bayeux, à 800 mètres du musée Baron Gérard et à moins de 1 km de la cathédrale Notre-Dame de Bayeux. Vous séjournerez à 8,6 km de la batterie allemande du débarquement, à 10 km du musée du débarquement et à 11 km d'Arromanches 360. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et le musée de la Tapisserie de Bayeux se trouve à 800 mètres.

Cette chambre d'hôtes dispose d'une télévision à écran plat. Les serviettes et le linge de lit sont fournis. Pour plus d'intimité, l'hébergement insonorisé dispose d'une entrée privée.

Vous trouverez un bar sur place.

Vous séjournerez à 21 km du centre Juno Beach et du musée mémorial d'Omaha Beach. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 27 km."
376,Hôtel Le Saint Patrice,2,"30 Rue St Patrice, 14400 Bayeux, France",8.1,49.27981023,-0.71067492,https://www.booking.com/hotel/fr/saint-patrice.fr.html,"L’Hôtel Le Saint Patrice vous propose des hébergements 2 étoiles à Bayeux, à 800 mètres du musée Baron Gérard et à 1,2 km du musée de la Tapisserie de Bayeux. L'établissement se trouve à environ 8,5 km de la batterie allemande du débarquement, à 11 km du musée du débarquement et à 12 km d'Arromanches 360. Cet établissement non-fumeurs est situé à 400 mètres de la cathédrale Notre-Dame de Bayeux.

Toutes les chambres de l’hôtel sont dotées d’un bureau. Les chambres comprennent une connexion Wi-Fi gratuite ainsi qu’une salle de bains privative avec une douche et des articles de toilette gratuits. Certains hébergements offrent une vue sur la ville. Chaque hébergement est muni d’une télévision à écran plat et d’un sèche-cheveux.

L'Hôtel Le Saint Patrice propose un petit-déjeuner buffet ou américain.

La plage et le musée mémorial d'Omaha Beach se trouvent à 20 km de l’hôtel. L'aéroport le plus proche, celui de Caen-Carpiquet, est situé à 28 km de l'Hôtel Le Saint Patrice."
377,Premiere Classe Bayeux,2,"Chemin De La Cambette, 14400 Bayeux, France",7.5,49.26942872,-0.70668697,https://www.booking.com/hotel/fr/premiere-classe-bayeux.fr.html,"This Première Classe is just a 5-minute drive from the N13 highway on the outskirts of Bayeux.  It offers air-conditioned guest rooms with free Wi-Fi access and free private parking.

The accommodations are simply decorated and each has its own bathroom with shower. A TV with satellite is provided in each room. All rooms are serviced by a lift.

A simple buffet breakfast is served every morning at Première Classe Bayeux. A range of cafes and restaurants can be found in the centre of the town, a 15-minute walk from the hotel.

The Bayeux Tapestry Museum is 900 metres from the hotel. Omaha Beach, site of WWII allied forces landings, is 23 km away."
378,Au Loup Historic Apartments,2,"45 Rue Saint-Loup, 14400 Bayeux, France",8.2,49.272798,-0.707556,https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html,"Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec connexion Wi-Fi gratuite, coin salon et télévision à écran plat.

Tous les logements comprennent une cuisine avec un four, un micro-ondes, un réfrigérateur, une bouilloire et une machine à café. Leur salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits.

Le musée d'art et d'histoire Baron Gérard se trouve à 500 mètres de l'appart'hôtel Au Loup Historic Apartments. L'aéroport de Deauville-Normandie est situé à 88 km."
379,1 chambre 2 personnes dans une maison avec jardin proche centres d'intérêt et commerces,2,"33 Rue Louvière, 14400 Bayeux, France",9.5,49.2827637,-0.7045357999999999,https://www.booking.com/hotel/fr/1-chambre-2-personnes-dans-une-maison-avec-jardin-proche-centres-d-interet-et-co.fr.html,"Offrant une vue sur le jardin, l'hébergement 1 chambre 2 personnes dans une maison avec jardin proche centres d'intérêt et commerces est situé à environ 700 mètres de la cathédrale Notre-Dame de Bayeux. Vous pourrez profiter d'une terrasse et d'un parking privé gratuit. Cet établissement non-fumeurs se trouve à 1,1 km du musée Baron Gérard.

Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 1,4 km du musée de la Tapisserie de Bayeux et à 8,1 km de la batterie allemande du débarquement. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 28 km."
380,Studio Dumas,2,"14 Rue Laitière, 14400 Bayeux, France",8.7,49.276349,-0.7026979999999999,https://www.booking.com/hotel/fr/studio-dumas.fr.html,"Offrant une vue sur la ville, le Studio Dumas est un hébergement situé à Bayeux, à 500 mètres de la cathédrale Notre-Dame et à 400 mètres du musée de la Tapisserie de Bayeux. Vous séjournerez à 9,4 km de la batterie allemande du débarquement, à 12 km du musée du débarquement et d'Arromanches 360. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et le musée Baron Gérard se trouve à 100 mètres.

L'appartement comprend une télévision à écran plat. La cuisine est équipée d'un four, d'un micro-ondes, d'un grille-pain, d'une machine à café et d'une bouilloire. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.

Vous séjournerez à 21 km du musée mémorial d'Omaha Beach et à 22 km d'Omaha Beach. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 28 km."
381,La Maison de Mathilde,2,"23 Rue Larcher, 14400 Bayeux, France",9.0,49.27647468,-0.70247008,https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html,"La Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux. Cette maison d'hôtes, datant du Moyen Âge, dispose d'une terrasse bien exposée avec vue sur le jardin.

Toutes les chambres comprennent une télévision à écran plat et certaines offrent une vue sur la cathédrale de Bayeux. Plusieurs s'ouvrent sur une terrasse ou un patio. Un sèche-cheveux et des articles de toilette gratuits sont fournis.

L'établissement possède une bagagerie. Vous pourrez déjeuner ou dîner dans un restaurant situé en face de l'hôtel.

Cette maison d'hôtes assure un service de location de vélos. Vous séjournerez à 10 km de Port-en-Bessin. La cathédrale de Bayeux se trouve à 300 mètres de La Maison de Mathilde, tandis que le musée de la Bataille de Normandie est à 800 mètres."
382,Le Grand Arbre,2,"18 rue de Caen, 14400 Bayeux, France",9.6,49.273359,-0.6905433,https://www.booking.com/hotel/fr/le-grand-arbre.fr.html,"Situé à Bayeux, en Basse-Normandie, à 800 mètres du musée de la Tapisserie, l'établissement Le Grand Arbre dispose d'une terrasse bien exposée et offre une vue sur le jardin.

Il dispose également d'une télévision par satellite à écran plat, d'un lecteur DVD et d'une station d'accueil pour iPod. Certains logements comprennent un coin salon propice à la détente. Les chambres comprennent une bouilloire. Toutes comprennent une salle de bains privative.

Un petit-déjeuner continental est servi chaque matin dans la salle à manger ou dans le jardin. L'établissement assure un service de garde d'enfants.

Vous pourrez jouer au ping-pong sur place. Le Grand Arbre se trouve à 1 km du musée Baron Gérard et à 1,3 km de la cathédrale Notre-Dame de Bayeux. Enfin, l’aéroport de Deauville-Normandie est implanté à 58 km."
383,Hotel Reine Mathilde,2,"23 Rue Larcher, 14400 Bayeux, France",8.6,49.27603159,-0.70172489,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html,"L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. Il propose une connexion Wi-Fi gratuite et des chambres modernes avec salle de bains privative.

Les chambres sont décorées dans des couleurs chaudes et neutres. Chacune comprend une télévision et un bureau. La salle de bains privative comporte un sèche-cheveux.

Un petit-déjeuner buffet est servi tous les jours. Le restaurant Le Garde Manger offre un service continu toute la journée. Vous pourrez savourer un grand choix de plats traditionnels dans la salle de restaurant ou sur la terrasse exposée au sud.

L'hôtel Reine Mathilde se trouve à respectivement 19 et 24 km du Musée américain et du Musée mémorial d'Omaha Beach."
384,Le Petit Matin,2,"9 rue des terres - Place Charles de Gaulle, 14400 Bayeux, France",9.4,49.27606133,-0.70905536,https://www.booking.com/hotel/fr/le-petit-matin.fr.html,"Cette maison d'hôtes occupe un bâtiment du XVIIIème siècle dans le quartier historique de Bayeux. Le Petit Matin met à votre disposition un jardin ainsi qu'une terrasse meublée, et propose des hébergements spacieux et insonorisés avec salle de bains privative.

Les chambres du Petit Matin sont dotées du chauffage, de mobilier élégant et de parquet. Certaines offrent une vue sur la place Charles de Gaulle ou le jardin.

Un petit-déjeuner traditionnel, composé notamment de gâteaux et de confitures faits maison, est servi tous les matins. Des paniers-repas peuvent en outre être préparés sur demande.

La cathédrale Notre-Dame de Bayeux se trouve à 500 mètres tandis que le musée dédié à la tapisserie de Bayeux, est accessible en 8 minutes à pied depuis la maison d'hôtes. Le Petit Matin constitue également un pied-à-terre idéal pour visiter les plages du débarquement situées à 9 km ou la plage d'Omaha Beach à 10 km."
385,Le Castel Guesthouse,2,"1 Boulevard Sadi Carnot, 14400 Bayeux, France",8.6,49.27368314,-0.70322692,https://www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html,"La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie.

Aménagés dans une villa Art déco datant de 1937, les hébergements confortables sont décorés sur un thème contemporain baroque. Le style des chambres et des meubles vous rappellera les années 1930.

Les chambres comprennent une télévision par satellite et une salle de bains privative. Une connexion Wi-Fi est à votre disposition gratuitement dans le salon.

Le Castel bénéficie d'un cadre paisible en plein cœur de la ville, à proximité des centres d'intérêt, des boutiques et de plusieurs restaurants de qualité."
386,Villa Des Ursulines,2,"3 Rue Des Ursulines, 14400 Bayeux, France",8.4,49.27646775,-0.70556582,https://www.booking.com/hotel/fr/appartement-des-ursulines.fr.html,"Le Villa Des Ursulines est situé à Bayeux, à 100 mètres du musée d'art et d'histoire Baron-Gérard ainsi qu'à 200 mètres de la cathédrale Notre-Dame de Bayeux. Vous bénéficierez d'une connexion Wi-Fi gratuite.

Les appartements comprennent tous un coin salon ainsi qu'une kitchenette équipée d'un micro-ondes, d'un grille-pain, d'un réfrigérateur et d'une machine à café. Leur salle de bains privative est pourvue d'articles de toilette gratuits. Le linge de lit et les serviettes de toilette sont fournis.

Le Villa Des Ursulines vous fera profiter d'une terrasse, d'un service de livraison de courses et de paniers-repas. Vous pourrez par ailleurs savourer un petit-déjeuner comprenant une boisson chaude, un jus de fruits, une pâte et du pain, à 150 mètres de l'établissement.

Un service de location de vélos est assuré sur place pour vous permettre de partir à la découverte des environs, tandis que la région est aussi très appréciée des amateurs de planche à voile. Vous séjournerez à 400 mètres du musée de la Tapisserie de Bayeux et à 600 mètres de celui de la Bataille de Normandie. Enfin, l'aéroport le plus proche, celui de Deauville-Normandie, se tient à 59 km du Villa Des Ursulines."
387,le nid cosy,2,"14 Rue Laitière, 14400 Bayeux, France",8.5,49.2763673,-0.7029259,https://www.booking.com/hotel/fr/le-nid-cosy-bayeux.fr.html,"Offrant une vue sur la ville, le nid cosy est un hébergement situé à Bayeux, à 500 mètres de la cathédrale Notre-Dame et à 400 mètres du musée de la Tapisserie de Bayeux. Il se trouve à environ 9,3 km de la batterie allemande du débarquement, à 12 km du musée du débarquement et d'Arromanches 360. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement et le musée Baron Gérard se trouve à 100 mètres.

Cet appartement comprend une chambre, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une baignoire. Sa cuisine est équipée d'un micro-ondes et d'un grille-pain. Les serviettes et le linge de lit sont fournis. Vous bénéficierez également de vin ou de champagne.

Vous séjournerez à 21 km du musée mémorial d'Omaha Beach et à 22 km d'Omaha Beach. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 27 km."
388,Le Petit Malo,2,"4 Rue Saint-Malo, 14400 Bayeux, France",9.6,49.2777066,-0.7041198,https://www.booking.com/hotel/fr/le-petit-malo.fr.html,"Récemment rénové, l'établissement Le Petit Malo est situé à Bayeux, à proximité du musée Baron Gérard, du musée de la Tapisserie de Bayeux et de la cathédrale Notre-Dame de Bayeux. Il est situé à 11 km du musée du Débarquement et propose un service de concierge. Cet établissement non-fumeurs se trouve à 8,4 km de la batterie allemande du jour J.

Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur la cour intérieure. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi. Pour plus d'intimité, l'hébergement insonorisé dispose d'une entrée privée.

Vous séjournerez à 11 km d'Arromanches 360 et à 21 km du musée mémorial d'Omaha Beach. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 27 km."
389,Campanile Bayeux,2,"Angle Du Bd du Marechal Leclerc et Route de Saint Lo, 14400 Bayeux, France",7.7,49.26999926,-0.70694983,https://www.booking.com/hotel/fr/campanile-bayeux.fr.html,"Situé dans un quartier paisible à l'extérieur du centre de Bayeux, le charmant Campanile Bayeux propose des chambres avec salle de bains privative et connexion Wi-Fi gratuite. L'hôtel dispose d'un parking privé gratuit.

Le Campanile constitue un excellent pied-à-terre pour découvrir l'histoire de Bayeux et visiter les célèbres plages du Débarquement.

Le personnel du Campanile Bayeux s'attache à rendre votre séjour agréable et mémorable."
390,Hôtel De Brunville & Spa,2,"9 Rue Genas-Duhomme, 14400 Bayeux, France",8.0,49.27815769,-0.70351392,https://www.booking.com/hotel/fr/hoteldebrunville.fr.html,"Situé à seulement 400 mètres de la cathédrale de Bayeux, l’Hôtel De Brunville & Spa propose une piscine extérieure chauffée et un jacuzzi accessibles toute l'année. Cet établissement est idéalement situé dans le centre de Bayeux, à proximité du musée de la Tapisserie de Bayeux et à quelques kilomètres des plages du Débarquement.

Les chambres de l'Hôtel de Brunville & Spa sont confortables et bien équipées avec des équipements modernes.
Un petit-déjeuner buffet continental est servi chaque matin à l'Hôtel De Brunville & Spa. Vous pourrez également déguster des produits régionaux frais au restaurant sur place et commander des boissons au bar ou au bord de la piscine.

Le spa du Grand Luxembourg, situé dans un espace intérieur de 200 m², s’efforce de vous proposer le meilleur en soins de bien-être et en équipements.

Venez découvrir notre nouvelle offre unique à Bayeux : jacuzzi, sauna, hammam, douche sensorielle de 4 saisons, fontaine à glace, grotte de sel avec transats infrarouges et soins Phytomer.
L'espace bien-être intérieur et les soins sont disponibles sur réservation.

Un nombre limité de places de stationnement payantes est disponible.

L'établissement Hôtel De Brunville & Spa se trouve à 650 mètres du musée de la Tapisserie de Bayeux. La gare ferroviaire de Bayeux est située à 1,3 km."
